anio,cveestado,estado,cveddr,ddr,cvecader,cader,cvempio,municipio,cvecultivo,cultivo,cvevariedad,variedad,cveunidad,unidadmedida,cveciclo,ciclo,cvemoda,modalidad,sembrada,cosechada,siniestrada,produccion,rendimiento,pmr,valor
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,11400,CHILE VERDE,3600,BELL PEPPER MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,17.0,11.0,6.0,797.5,72.5,5600.0,4466000.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,12600,EJOTE,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,171.0,67.0,104.0,983.0,14.67,6050.0,5947150.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,912.0,567.0,345.0,688.0,1.21,11000.0,7568000.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,8.0,0.0,8.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,16930,HORTALIZAS,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,110.0,0.0,110.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,19000,LIMON,100,AGRIO (MEXICANO),500,Tonelada,3,PERENNES,1,RIEGO,3.0,3.0,0.0,12.0,4.0,2200.0,26400.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,19300,LITCHI,0,,500,Tonelada,3,PERENNES,1,RIEGO,29.0,29.0,0.0,61.0,2.1,16000.0,976000.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,19700,MAIZ GRANO,100,AMARILLO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1723.0,55.0,1668.0,330.0,6.0,3500.0,1155000.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,33604.0,1074.0,32530.0,3387.0,3.15,3900.0,13209300.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,20400,MANGO,500,KENT,500,Tonelada,3,PERENNES,1,RIEGO,65.0,30.0,35.0,210.0,7.0,4600.0,966000.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,24800,PASTOS Y PRADERAS EN VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,104.0,0.0,104.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,24900,PEPINO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,117.0,61.0,56.0,3755.4,61.56,3250.0,12205050.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,24900,PEPINO,300,INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,15.0,15.0,0.0,1185.0,79.0,3250.0,3851250.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,24900,PEPINO,400,MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,25.0,23.0,2.0,1454.75,63.25,3250.0,4727937.5
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,29400,SORGO ESCOBERO,0,,500,Tonelada,2,PRIMAVERA-VERANO,1,RIEGO,449.0,449.0,0.0,306.67,0.68,9800.0,3005366.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,5900.0,5818.0,82.0,34908.0,6.0,3200.0,111705600.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,823.0,301.0,522.0,15652.0,52.0,2900.0,45390800.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1400,SALADETTE INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,27.0,27.0,0.0,5205.95,192.81,2900.0,15097255.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1500,SALADETTE MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,42.0,34.0,8.0,5632.78,165.67,2900.0,16335062.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1600,BOLA INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,30.0,30.0,0.0,5601.42,186.71,3400.0,19044828.0
2011,25,SINALOA,136,CULIACAN,3,NAVOLATO,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1700,BOLA MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,289.0,111.0,178.0,9396.0,84.65,3400.0,31946400.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,4600,BERENJENA,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,428.0,0.0,428.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,5800,CALABACITA,200,ITALIANA (Zucchini),500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,86.0,36.0,50.0,485.0,13.47,7200.0,3492000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,6500,CAÑA DE AZUCAR,200,INDUSTRIAL,500,Tonelada,3,PERENNES,1,RIEGO,416.0,416.0,0.0,33972.0,81.66,598.0,20315256.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,11400,CHILE VERDE,1200,BELL PEPPER,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1866.0,605.0,1261.0,31460.0,52.0,5900.0,185614000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,11400,CHILE VERDE,1300,ANAHEIM,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,414.0,82.0,332.0,4670.0,56.95,3900.0,18213000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,11400,CHILE VERDE,3600,BELL PEPPER MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,297.0,253.0,44.0,19475.94,76.98,5900.0,114908046.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,12600,EJOTE,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,546.0,202.0,344.0,2953.0,14.62,6100.0,18013300.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,988.0,60.0,928.0,110.0,1.83,10000.0,1100000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,526.0,68.0,458.0,114.0,1.68,12000.0,1368000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,16930,HORTALIZAS,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1901.0,0.0,1901.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,19000,LIMON,100,AGRIO (MEXICANO),500,Tonelada,3,PERENNES,1,RIEGO,22.0,22.0,0.0,198.0,9.0,2100.0,415800.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,19300,LITCHI,0,,500,Tonelada,3,PERENNES,1,RIEGO,20.0,20.0,0.0,45.0,2.25,16000.0,720000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,19700,MAIZ GRANO,100,AMARILLO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,3048.0,213.0,2835.0,1384.5,6.5,3500.0,4845750.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,58178.0,36495.0,21683.0,298146.0,8.17,3747.0,1117153062.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,20400,MANGO,600,MANILA,500,Tonelada,3,PERENNES,1,RIEGO,4.0,0.0,4.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,22400,NARANJA,400,VALENCIA,500,Tonelada,3,PERENNES,1,RIEGO,37.0,37.0,0.0,148.0,4.0,1650.0,244200.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24800,PASTOS Y PRADERAS EN VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,68.0,0.0,68.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24900,PEPINO,200,CHINO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,753.0,328.0,425.0,21363.95,65.13,3000.0,64091850.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24900,PEPINO,300,INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,55.0,55.0,0.0,4950.0,90.0,3500.0,17325000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24900,PEPINO,400,MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,80.0,63.0,17.0,4484.34,71.18,3100.0,13901454.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,29400,SORGO ESCOBERO,0,,500,Tonelada,2,PRIMAVERA-VERANO,1,RIEGO,43.0,0.0,43.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,5274.0,5264.0,10.0,36848.0,7.0,3200.0,117913600.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,809.0,273.0,536.0,14742.0,54.0,3050.0,44963100.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1400,SALADETTE INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,920.0,910.0,10.0,39600.0,43.52,3050.0,120780000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1500,SALADETTE MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,52.0,41.0,11.0,6689.97,163.17,3050.0,20404408.5
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1600,BOLA INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,30.0,30.0,0.0,4305.0,143.5,3500.0,15067500.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1700,BOLA MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,515.0,515.0,0.0,37560.0,72.93,3500.0,131460000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,31500,TRIGO GRANO,200,FUERTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,8.0,0.0,8.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,600,AGUACATE,300,CRIOLLO,500,Tonelada,3,PERENNES,1,RIEGO,6.0,0.0,6.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,1600,ALFALFA ACHICALADA,0,,500,Tonelada,3,PERENNES,1,RIEGO,13.0,13.0,0.0,273.0,21.0,3700.0,1010100.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,4600,BERENJENA,300,INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,238.0,15.0,223.0,1179.0,78.6,6500.0,7663500.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,5800,CALABACITA,200,ITALIANA (Zucchini),500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,38.0,17.0,21.0,159.0,9.35,7200.0,1144800.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,6500,CAÑA DE AZUCAR,200,INDUSTRIAL,500,Tonelada,3,PERENNES,1,RIEGO,1400.0,1400.0,0.0,118692.0,84.78,598.0,70977816.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,11400,CHILE VERDE,1200,BELL PEPPER,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,625.0,226.0,399.0,4294.0,19.0,5900.0,25334600.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,11400,CHILE VERDE,1300,ANAHEIM,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,222.0,68.0,154.0,3954.0,58.15,3900.0,15420600.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,12600,EJOTE,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,35.0,22.0,13.0,238.0,10.82,6100.0,1451800.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,884.0,647.0,237.0,1154.0,1.78,10000.0,11540000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,364.0,73.0,291.0,126.29,1.73,12000.0,1515480.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,16000,GUAYABA,0,,500,Tonelada,3,PERENNES,1,RIEGO,3.0,0.0,3.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,16930,HORTALIZAS,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,401.0,0.0,401.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19000,LIMON,100,AGRIO (MEXICANO),500,Tonelada,3,PERENNES,1,RIEGO,3.0,3.0,0.0,15.0,5.0,2200.0,33000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19300,LITCHI,0,,500,Tonelada,3,PERENNES,1,RIEGO,32.0,32.0,0.0,60.0,1.88,16000.0,960000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19700,MAIZ GRANO,100,AMARILLO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1230.0,0.0,1230.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,74288.0,48923.0,25365.0,405640.0,8.29,3799.0,1541026360.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,20400,MANGO,500,KENT,500,Tonelada,3,PERENNES,1,RIEGO,162.0,110.0,52.0,770.0,7.0,4600.0,3542000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,22400,NARANJA,400,VALENCIA,500,Tonelada,3,PERENNES,1,RIEGO,89.0,89.0,0.0,356.0,4.0,1250.0,445000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,24800,PASTOS Y PRADERAS EN VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,24.0,0.0,24.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,24900,PEPINO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,198.0,65.0,133.0,3986.0,61.32,3300.0,13153800.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,29400,SORGO ESCOBERO,0,,500,Tonelada,2,PRIMAVERA-VERANO,1,RIEGO,110.0,72.0,38.0,93.6,1.3,8500.0,795600.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,897.0,306.0,591.0,13464.0,44.0,3050.0,41065200.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1500,SALADETTE MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,12.0,10.0,2.0,1637.5,163.75,3050.0,4994375.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1600,BOLA INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,281.0,105.0,176.0,18270.0,174.0,3500.0,63945000.0
2011,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1700,BOLA MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,33.0,28.0,5.0,2933.84,104.78,3500.0,10268440.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,1600,ALFALFA ACHICALADA,0,,500,Tonelada,3,PERENNES,1,RIEGO,32.0,32.0,0.0,544.0,17.0,3700.0,2012800.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,6500,CAÑA DE AZUCAR,200,INDUSTRIAL,500,Tonelada,3,PERENNES,1,RIEGO,6610.0,5058.0,1552.0,497745.0,98.41,590.41,293873625.5
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,661.0,639.0,22.0,1142.0,1.79,14500.0,16559000.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,280.0,70.0,210.0,119.0,1.7,13800.0,1642200.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,16930,HORTALIZAS,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,115.0,0.0,115.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,19300,LITCHI,0,,500,Tonelada,3,PERENNES,1,RIEGO,392.0,296.0,96.0,675.0,2.28,18000.0,12150000.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,19700,MAIZ GRANO,100,AMARILLO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,970.0,0.0,970.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,23794.0,4647.0,19147.0,37176.0,8.0,3500.0,130116000.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,20400,MANGO,500,KENT,500,Tonelada,3,PERENNES,1,RIEGO,46.0,28.0,18.0,168.0,6.0,4600.0,772800.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,22400,NARANJA,400,VALENCIA,500,Tonelada,3,PERENNES,1,RIEGO,21.0,21.0,0.0,84.0,4.0,1250.0,105000.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,24800,PASTOS Y PRADERAS EN VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,129.0,83.0,46.0,664.0,8.0,420.0,278880.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,5.0,0.0,5.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,90.0,36.0,54.0,1728.0,48.0,3100.0,5356800.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,467.0,467.0,0.0,249.38,0.53,11600.0,2892808.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,250.0,0.0,250.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,374.0,374.0,0.0,146.78,0.39,8500.0,1247630.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,250.0,250.0,0.0,187.75,0.75,8700.0,1633425.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,120.0,120.0,0.0,53.16,0.44,3500.0,186060.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,3850.0,3850.0,0.0,1705.55,0.44,2300.0,3922765.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,200.0,200.0,0.0,126.8,0.63,2100.0,266280.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,29500,SORGO GRANO,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,4980.0,4980.0,0.0,5976.0,1.2,2100.0,12549600.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,1510.0,1510.0,0.0,951.3,0.63,11500.0,10939950.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,5300,CACAHUATE,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,45.0,45.0,0.0,25.51,0.57,9200.0,234692.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,3375.0,0.0,3375.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,11400,CHILE VERDE,1300,ANAHEIM,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,25.0,5.0,20.0,223.0,44.6,3800.0,847400.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,690.0,546.48,143.52,350.84,0.64,8000.0,2806720.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,1110.0,888.23,221.77,872.23,0.98,7400.0,6454502.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,266.0,213.44,52.56,182.27,0.85,3400.0,619718.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,1635.0,1635.0,0.0,1177.2,0.72,2100.0,2472120.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,366.0,297.34,68.66,206.05,0.69,2000.0,412100.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,29500,SORGO GRANO,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,7158.0,7158.0,0.0,8661.18,1.21,2000.0,17322360.0
2011,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,68.0,28.0,40.0,287.0,10.25,2900.0,832300.0
2011,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,775.26,705.0,70.26,303.35,0.43,13000.0,3943550.0
2011,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,4600,BERENJENA,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,50.0,20.0,30.0,1300.0,65.0,6500.0,8450000.0
2011,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,5300,CACAHUATE,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,511.37,461.0,50.37,543.98,1.18,5000.0,2719900.0
2011,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,6500,CAÑA DE AZUCAR,100,FRUTA,500,Tonelada,3,PERENNES,1,RIEGO,3304.0,3243.5,60.5,358941.93,110.67,583.0,209263145.2
2011,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,25.0,0.0,25.0,0.0,0.0,0.0,0.0
2011,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,455.37,0.0,455.37,0.0,0.0,0.0,0.0
2011,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,12600,EJOTE,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,144.0,15.0,129.0,33.0,2.2,3500.0,115500.0
