anio,cveestado,estado,cveddr,ddr,cvecader,cader,cvempio,municipio,cvecultivo,cultivo,cvevariedad,variedad,cveunidad,unidadmedida,cveciclo,ciclo,cvemoda,modalidad,sembrada,cosechada,siniestrada,produccion,rendimiento,pmr,valor
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24800,PASTOS Y PRADERAS EN VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,68.0,25.0,43.0,195.0,7.8,750.0,146250.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24900,PEPINO,200,CHINO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,267.8,267.8,0.0,16871.4,63.0,3700.0,62424180.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24900,PEPINO,300,INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,669.5,669.5,0.0,70297.5,105.0,3700.0,260100750.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,24900,PEPINO,400,MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,401.7,401.7,0.0,34144.5,85.0,3000.0,102433500.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,28700,SANDIA,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,3.0,3.0,0.0,75.0,25.0,4500.0,337500.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1384.0,1384.0,0.0,8720.58,6.3,3537.85,30852103.95
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1616.0,1616.0,0.0,68119.25,42.15,2500.0,170298120.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1100,BOLA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,105.0,105.0,0.0,3035.0,28.91,2000.0,6070000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1400,SALADETTE INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,852.5,852.5,0.0,140662.5,165.0,3500.0,492318750.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1500,SALADETTE MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,172.0,172.0,0.0,14276.0,83.0,2600.0,37117600.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1600,BOLA INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,117.0,117.0,0.0,15210.0,130.0,2500.0,38025000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1700,BOLA MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,669.5,669.5,0.0,53560.0,80.0,2500.0,133900000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,600,AGUACATE,0,,500,Tonelada,3,PERENNES,1,RIEGO,6.0,6.0,0.0,50.4,8.4,14500.0,730800.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,1600,ALFALFA ACHICALADA,0,,500,Tonelada,3,PERENNES,1,RIEGO,34.3,34.3,0.0,345.0,10.06,2423.05,835952.25
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,4600,BERENJENA,300,INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,327.0,327.0,0.0,32373.0,99.0,6074.32,196643961.4
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,5800,CALABACITA,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,62.0,62.0,0.0,670.0,10.81,6317.61,4232798.7
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,6500,CAÑA DE AZUCAR,200,INDUSTRIAL,500,Tonelada,3,PERENNES,1,RIEGO,947.0,947.0,0.0,81757.0,86.33,640.0,52324480.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,6510,CAÑA DE AZUCAR SEMILLA,0,,500,Tonelada,3,PERENNES,1,RIEGO,50.0,50.0,0.0,4320.0,86.4,650.0,2808000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,220.0,153.0,67.0,382.5,2.5,5600.0,2142000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,11400,CHILE VERDE,3500,BELL PEPPER INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1073.0,1073.0,0.0,71891.0,67.0,4799.94,345072486.5
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,12600,EJOTE,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,343.0,343.0,0.0,4459.0,13.0,4900.02,21849189.18
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,968.0,968.0,0.0,1645.0,1.7,14800.0,24346000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,2356.0,2356.0,0.0,4241.0,1.8,10726.48,45491001.68
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,16000,GUAYABA,0,,500,Tonelada,3,PERENNES,1,RIEGO,3.0,3.0,0.0,5.4,1.8,2300.0,12420.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,16930,HORTALIZAS,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,906.0,906.0,0.0,7429.2,8.2,5737.0,42621320.4
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19000,LIMON,100,AGRIO (MEXICANO),500,Tonelada,3,PERENNES,1,RIEGO,3.0,3.0,0.0,8.2,2.73,3200.0,26240.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19300,LITCHI,0,,500,Tonelada,3,PERENNES,1,RIEGO,32.0,32.0,0.0,64.0,2.0,16500.0,1056000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19700,MAIZ GRANO,100,AMARILLO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,91.0,20.0,71.0,178.0,8.9,4200.0,747600.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,16403.0,14211.0,2192.0,126961.07,8.93,4000.0,507844296.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,20400,MANGO,0,,500,Tonelada,3,PERENNES,1,RIEGO,162.0,162.0,0.0,1296.0,8.0,2150.0,2786400.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,22400,NARANJA,400,VALENCIA,500,Tonelada,3,PERENNES,1,RIEGO,89.0,89.0,0.0,560.0,6.29,1500.0,840000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,24800,PASTOS Y PRADERAS EN VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,24.0,0.0,24.0,0.0,0.0,0.0,0.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,24900,PEPINO,300,INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,480.0,480.0,0.0,48960.0,102.0,3625.99,177528470.4
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,24900,PEPINO,500,PICKLE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,91.0,91.0,0.0,4895.0,53.79,3200.0,15664000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,494.0,494.0,0.0,3113.19,6.3,3537.59,11013189.81
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,869.0,869.0,0.0,34760.0,40.0,3500.0,121660000.0
2012,25,SINALOA,136,CULIACAN,4,CULIACAN,18,NAVOLATO,30800,TOMATE ROJO (JITOMATE),1600,BOLA INVERNADERO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,2024.0,2024.0,0.0,168982.0,83.49,2649.97,447797230.5
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,1600,ALFALFA ACHICALADA,0,,500,Tonelada,3,PERENNES,1,RIEGO,15.0,15.0,0.0,220.0,14.67,2576.36,566799.2
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,6500,CAÑA DE AZUCAR,200,INDUSTRIAL,500,Tonelada,3,PERENNES,1,RIEGO,6294.0,6294.0,0.0,542158.87,86.14,670.0,363246440.2
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,6510,CAÑA DE AZUCAR SEMILLA,0,,500,Tonelada,3,PERENNES,1,RIEGO,316.0,316.0,0.0,27196.0,86.06,660.0,17949360.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,11400,CHILE VERDE,1200,BELL PEPPER,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,2.0,2.0,0.0,96.0,48.0,4440.11,426250.56
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,540.0,540.0,0.0,875.0,1.62,14900.0,13037500.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,1000.0,1000.0,0.0,1750.0,1.75,11000.0,19250000.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,16930,HORTALIZAS,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,104.0,104.0,0.0,910.0,8.75,6285.71,5719996.1
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,19300,LITCHI,0,,500,Tonelada,3,PERENNES,1,RIEGO,200.0,200.0,0.0,500.0,2.5,16500.0,8250000.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,19700,MAIZ GRANO,100,AMARILLO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,100.0,100.0,0.0,870.0,8.7,4200.0,3654000.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,17840.0,17840.0,0.0,158847.36,8.9,4237.55,673123630.4
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,20400,MANGO,0,,500,Tonelada,3,PERENNES,1,RIEGO,40.0,40.0,0.0,427.0,10.68,3700.0,1579900.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,22400,NARANJA,400,VALENCIA,500,Tonelada,3,PERENNES,1,RIEGO,21.0,21.0,0.0,53.34,2.54,1500.0,80010.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,24800,PASTOS Y PRADERAS EN VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,59.0,59.0,0.0,430.0,7.29,740.0,318200.0
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,78.0,78.0,0.0,374.4,4.8,3551.14,1329546.82
2012,25,SINALOA,136,CULIACAN,5,ELDORADO,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),800,SALADETTE,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,42.0,42.0,0.0,1890.0,45.0,2407.78,4550704.2
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,210.0,189.0,21.0,147.0,0.78,12693.88,1866000.36
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,684.0,684.0,0.0,384.0,0.56,5600.0,2150400.0
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,724.0,724.0,0.0,435.0,0.6,11125.52,4839601.2
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,1840.0,1840.0,0.0,1012.0,0.55,9819.17,9937000.04
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,228.0,228.0,0.0,285.0,1.25,4057.81,1156475.85
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,10406.0,7284.0,3122.0,6993.0,0.96,3017.88,21104034.84
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,351.0,316.0,35.0,278.0,0.88,3715.83,1033000.74
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,3,BADIRAGUATO,29500,SORGO GRANO,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,12342.0,9256.0,3086.0,17772.0,1.92,3374.19,59966104.68
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,1503.0,1278.0,225.0,971.0,0.76,14646.76,14222003.96
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,5300,CACAHUATE,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,95.0,80.0,15.0,64.0,0.8,24000.0,1536000.0
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,4196.0,4196.0,0.0,2602.0,0.62,5400.0,14050800.0
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,14200,FRIJOL,500,MAYOCOBA,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,724.0,724.0,0.0,435.0,0.6,12057.36,5244951.6
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,1840.0,1840.0,0.0,1269.6,0.69,10500.0,13330800.0
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,228.0,228.0,0.0,342.0,1.5,4083.81,1396663.02
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,3340.0,2238.0,1102.0,2193.0,0.98,3010.03,6600995.79
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,576.0,534.0,42.0,521.0,0.98,3517.66,1832700.86
2012,25,SINALOA,136,CULIACAN,6,BADIRAGUATO,13,MOCORITO,29500,SORGO GRANO,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,11315.0,8147.0,3168.0,15398.0,1.89,3378.05,52015213.9
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,500.0,500.0,0.0,425.0,0.85,13460.0,5720500.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,1500,ALFALFA VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,28.0,26.0,2.0,305.0,11.73,410.0,125050.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,5300,CACAHUATE,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,1350.5,1350.5,0.0,1823.2,1.35,15000.0,27348000.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,6500,CAÑA DE AZUCAR,200,INDUSTRIAL,500,Tonelada,3,PERENNES,1,RIEGO,3757.0,3168.0,589.0,291323.0,91.96,645.38,188014037.7
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,6510,CAÑA DE AZUCAR SEMILLA,0,,500,Tonelada,3,PERENNES,1,RIEGO,136.0,136.0,0.0,12548.0,92.27,650.0,8156200.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,6900,CARTAMO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,765.71,765.71,0.0,1133.25,1.48,4500.0,5099625.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,12600,EJOTE,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,140.0,140.0,0.0,420.0,3.0,3300.0,1386000.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,14200,FRIJOL,100,AZUFRADO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,2153.7,2153.7,0.0,3015.18,1.4,16000.0,48242880.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,14700,GARBANZO GRANO,100,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,662.66,662.66,0.0,1126.52,1.7,8500.0,9575420.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,16930,HORTALIZAS,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,13.0,13.0,0.0,104.0,8.0,7500.0,780000.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,19300,LITCHI,0,,500,Tonelada,3,PERENNES,1,RIEGO,36.0,0.0,36.0,0.0,0.0,0.0,0.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,19700,MAIZ GRANO,100,AMARILLO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,330.44,330.44,0.0,3139.18,9.5,4000.0,12556720.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,23497.0,23497.0,0.0,211238.03,8.99,4000.0,844952120.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,290.5,290.5,0.0,348.6,1.2,4700.0,1638420.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,20400,MANGO,500,KENT,500,Tonelada,3,PERENNES,1,RIEGO,25.0,25.0,0.0,60.0,2.4,1500.0,90000.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,23000,NOPALITOS,0,,500,Tonelada,3,PERENNES,1,RIEGO,3.0,3.0,0.0,20.25,6.75,2484.44,50309.91
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,24700,PAPAYA,100,AMARILLA,500,Tonelada,3,PERENNES,1,RIEGO,20.0,20.0,0.0,368.44,18.42,3750.0,1381650.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,24700,PAPAYA,100,AMARILLA,500,Tonelada,3,PERENNES,2,TEMPORAL,10.0,10.0,0.0,46.0,4.6,3700.0,170200.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,29300,SORGO FORRAJERO EN VERDE,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,264.2,264.2,0.0,2166.44,8.2,350.0,758254.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,29500,SORGO GRANO,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,93.24,93.24,0.0,428.9,4.6,3500.0,1501150.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,29500,SORGO GRANO,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,11950.8,11275.73,675.07,17590.14,1.56,3550.0,62444997.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),300,EXPORTACION,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,115.53,115.53,0.0,5198.85,45.0,8200.0,42630570.0
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,30800,TOMATE ROJO (JITOMATE),1500,SALADETTE MALLA SOMBRA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,75.0,75.0,0.0,7672.25,102.3,8750.0,67132187.5
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,32800,ZACATE,400,BUFFEL,500,Tonelada,3,PERENNES,1,RIEGO,252.0,252.0,0.0,5756.69,22.84,560.0,3223746.4
2012,25,SINALOA,137,LA CRUZ,1,PUEBLOS UNIDOS,6,CULIACAN,32800,ZACATE,600,SUDAN,500,Tonelada,3,PERENNES,2,TEMPORAL,182.0,182.0,0.0,4590.04,25.22,540.0,2478621.6
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,2.0,2.0,0.0,0.8,0.4,13460.0,10768.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,1500,ALFALFA VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,46.0,46.0,0.0,679.88,14.78,460.0,312744.8
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,5300,CACAHUATE,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,2.0,2.0,0.0,2.0,1.0,15000.0,30000.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,6500,CAÑA DE AZUCAR,200,INDUSTRIAL,500,Tonelada,3,PERENNES,1,RIEGO,18.0,18.0,0.0,1710.0,95.0,660.0,1128600.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,14200,FRIJOL,100,AZUFRADO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,54.19,50.0,4.19,70.0,1.4,18000.0,1260000.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,14200,FRIJOL,100,AZUFRADO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,4.5,4.5,0.0,1.9,0.42,15000.0,28500.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,11.0,11.0,0.0,85.8,7.8,4200.0,360360.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,1,OTOÑO-INVIERNO,2,TEMPORAL,2.0,2.0,0.0,5.0,2.5,3900.0,19500.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,19700,MAIZ GRANO,200,BLANCO,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,3202.0,3042.0,160.0,3650.4,1.2,3160.0,11535264.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,29300,SORGO FORRAJERO EN VERDE,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,3439.24,3439.24,0.0,26138.22,7.6,477.62,12484136.64
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,5,COSALA,29500,SORGO GRANO,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,13.5,13.5,0.0,49.28,3.65,3550.0,174944.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,8,ELOTA,800,AJONJOLÍ,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,26.0,0.0,26.0,0.0,0.0,0.0,0.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,8,ELOTA,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,1,RIEGO,247.5,247.5,0.0,173.25,0.7,13460.0,2331945.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,8,ELOTA,800,AJONJOLÍ,0,,500,Tonelada,2,PRIMAVERA-VERANO,2,TEMPORAL,1800.5,1700.5,100.0,782.0,0.46,13508.58,10563709.56
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,8,ELOTA,1500,ALFALFA VERDE,0,,500,Tonelada,3,PERENNES,1,RIEGO,23.0,23.0,0.0,340.0,14.78,520.0,176800.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,8,ELOTA,4600,BERENJENA,0,,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,6.0,6.0,0.0,390.0,65.0,5600.0,2184000.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,8,ELOTA,5800,CALABACITA,200,ITALIANA (Zucchini),500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,21.0,21.0,0.0,264.0,12.57,5600.0,1478400.0
2012,25,SINALOA,137,LA CRUZ,2,ELOTA-COSALA,8,ELOTA,6000,CALABAZA,200,KABOCHA,500,Tonelada,1,OTOÑO-INVIERNO,1,RIEGO,11.0,0.0,11.0,0.0,0.0,0.0,0.0
